GENERIC NAME,STRENGTH,BRAND NAME
TETANUS+DIPHTHERIA,TETANUS+DIPHTHERIA TOXOIDS INJ 0.5 ML AMP,TD ADSORBED ADULT
TETANUS+DIPHTHERIA+PERTUSSIS,TETANUS+DIPHTHERIA+PERTUSSIS VACCINE 0.5 ML VIAL/PFS,"ADACEL, BOOSTRIX"
TETANUS+DIPHTHERIA+POLIO,TETANUS+DIPHTHERIA+POLIO VACCINE 0.5 ML VIAL,TD POLIO
TETRABENAZINE,25 MG TAB,NITOMAN
TETRACAINE,4% GEL 1.5 GM TUBE,AMETOP
TETRACAINE,0.5% EYE DROPS 15 ML BTL,PONTOCAINE
TETRACAINE,POWDER 25 GM BTL,TETRACAINE POWDER
TETRACAINE,0.5% EYE DROPS 0.3 ML MIN,
TETRACYCLINE,250 MG CAP,
THEOPHYLLINE,SR 100 MG TAB,THEODUR
THEOPHYLLINE,SR 200 MG TAB,THEODUR
THEOPHYLLINE,SR 300 MG TAB,THEODUR
THEOPHYLLINE,LIQ 80 MG/15 ML 500 ML BTL,THEOLAIR
THEOPHYLLINE,SR 400 MG TAB,UNIPHYL
THEOPHYLLINE,SR 600 MG TAB,UNIPHYL
THIAMINE,100 MG TAB,VITAMIN B1
THIAMINE,50 MG TAB,VITAMIN B1
THIAMINE,INJ 100 MG/ML 1 ML AMP,VITAMIN B1
THIAMINE,INJ 100 MG/ML 10 ML VIAL,VITAMIN B1
THYROID,30 MG TAB,
THYROID,60 MG TAB,
TICARCILLIN,TICARCILLIN+CLAVULANATE INJ 3100 MG VIAL,TIMENTIN
TICARCILLIN,TICARCILLIN+CLAVULANATE IV 3100 MG/100 ML NS BAG,TIMENTIN
TICLOPIDINE,250 MG TAB,TICLID
TIMOLOL,0.25% EYE DROPS 10 ML BTL,TIMOPTIC
TIMOLOL,0.25% EYE DROPS 5 ML BTL,TIMOPTIC
TIMOLOL,0.5% EYE DROPS 10 ML BTL,TIMOPTIC
TIMOLOL,0.5% EYE DROPS 5 ML BTL,TIMOPTIC
TIOTROPIUM,18 MCG INH CAP,SPIRIVA
TIOTROPIUM,18 MCG INH CAP WITH DEVICE,SPIRIVA
TIZANIDINE,4 MG TAB,ZANAFLEX
TOBRAMYCIN,INJ 1.2 GM POWDER VIAL,NEBCIN
TOBRAMYCIN,INJ 40 MG/ML 2 ML VIAL,NEBCIN
TOBRAMYCIN,INJ 40 MG/ML 4 ML VIAL,NEBCIN
TOBRAMYCIN,PRESERV.FREE INJ 40 MG/ML 2 ML VIAL,NEBCIN
TOBRAMYCIN,TOBRAMYCIN 0.3%+DEXAMETHASONE 0.1% EYE DROPS 5 ML BTL,TOBRADEX
TOBRAMYCIN,TOBRAMYCIN 0.3%+DEXAMETHASONE 0.1% EYE OINT 3.5 GM TUBE,TOBRADEX
TOBRAMYCIN,INJ 10 MG/ML 2 ML VIAL,TOBRAMYCIN
TOBRAMYCIN,0.3% EYE DROPS 5 ML BTL,TOBREX
TOBRAMYCIN,0.3% EYE OINT 3.5 GM TUBE,TOBREX
TOLBUTAMIDE,500 MG TAB,MOBENOL
TOLNAFTATE,1% CREAM 30 GM TUBE,TINACTIN
TOLNAFTATE,1% POWDER 100 GM BTL,ZEASORB AF POWDER (TINACTIN)
TOLTERODINE,1 MG TAB,DETROL
TOLTERODINE,2 MG TAB,DETROL
TOPIRAMATE,100 MG TAB,TOPAMAX
TOPIRAMATE,15 MG SPRINKLE CAP,TOPAMAX
TOPIRAMATE,200 MG TAB,TOPAMAX
TOPIRAMATE,25 MG SPRINKLE CAP,TOPAMAX
TOPIRAMATE,25 MG TAB,TOPAMAX
TRACE ELEMENTS,[4] INJ 5 ML VIAL,MICRO + 4
TRACE ELEMENTS,[5] CONC. INJ 10 ML VIAL,MICRO + 5 Concentrate
TRACE ELEMENTS,[6] INJ 5 ML VIAL,MICRO +6
TRACE ELEMENTS,[6] PED INJ 10 ML VIAL,MICRO +6 PEDIATRIC
TRANDOLAPRIL,0.5 MG CAP,MAVIK
TRANDOLAPRIL,1 MG CAP,MAVIK
TRANDOLAPRIL,2 MG CAP,MAVIK
TRANDOLAPRIL,4 MG CAP,MAVIK
TRANEXAMIC ACID,500 MG TAB,CYKLOKAPRON
TRANEXAMIC ACID,INJ 100 MG/ML 10 ML VIAL,CYKLOKAPRON
TRANEXAMIC ACID,INJ 100 MG/ML 5 ML VIAL,CYKLOKAPRON
TRANEXAMIC ACID,INJ 100 MG/ML 50 ML VIAL,CYKLOKAPRON
TRAZODONE,100 MG TAB,DESYREL
TRAZODONE,50 MG TAB,DESYREL
TRIAMCINOLONE,HEXACETONIDE INJ 20 MG/ML 1 ML VIAL,ARISTOSPAN
TRIAMCINOLONE,ACETONIDE INJ 40 MG/ML 1 ML VIAL,KENALOG
TRIAMCINOLONE,ACETONIDE INJ 40 MG/ML 5 ML VIAL,KENALOG
TRIAMCINOLONE,ACETONIDE INJ 10 MG/ML 5 ML VIAL,KENALOG-10
TRIAMCINOLONE,TRIAMCINOLONE+NYST+NEOMY+GRAMICIDIN CRM 15 GM TUBE,"TRIACOMB, KENACOMB"
TRIAMCINOLONE,TRIAMCINOLONE+NYST+NEOMYGRAMICIDIN CRM 30 GM TUBE,"TRIACOMB, KENACOMB"
TRIAMCINOLONE,ACETONIDE,TRIESENCE
TRIAMCINOLONE,TRIAMCINOLONE+NYST+NEOMY+GRAMICIDIN OINT 15 GM TUBE,VIADERM KC
TRIAMCINOLONE,TRIAMCINOLONE+NYST+NEOMY+GRAMICIDIN OINT 400 GM JAR,VIADERM KC
TRIAMTERENE+HYDROCHLOROTHIAZIDE,50/25 MG TAB,DYAZIDE
TRICHLOROACETIC,ACID PWDR 25 GM BTL,
TRICHOPHYTON,SKIN TEST INJ 1000 UNITS/ML 5 ML VIAL,TRICHOPHYTON SKIN TEST
TRIETHANOLAMINE,SALICYLATE 10% CREAM 100 GM TUBE,MYOFLEX
TRIFLUOPERAZINE,1 MG TAB,STELAZINE
TRIFLUOPERAZINE,10 MG TAB,STELAZINE
TRIFLUOPERAZINE,2 MG TAB,STELAZINE
TRIFLUOPERAZINE,5 MG TAB,STELAZINE
TRIFLURIDINE,1% EYE DROPS 7.5 ML BTL,VIROPTIC
TRIHEXYPHENIDYL,5 MG TAB,APO-TRIHEX
TRIHEXYPHENIDYL,2 MG TAB,ARTANE
TRIMEBUTINE,100 MG TAB,APO-TRIMEBUTINE (MODULON)
TRIMEBUTINE,200 MG TAB,APO-TRIMEBUTINE(MODULON)
TRIMETHOPRIM,200 MG TAB,PROLOPRIM
TRIMIPRAMINE,100 MG TAB,SURMONTIL
TRIMIPRAMINE,12.5 MG TAB,SURMONTIL
TRIMIPRAMINE,25 MG TAB,SURMONTIL
TRIMIPRAMINE,50 MG TAB,SURMONTIL
TROMETHAMINE,INJ 0.3 MMOL/ML 500 ML VIAL,THAM
TROPICAMIDE,1% EYE DROPS 0.3 ML MIN,MYDRIACIL
TROPICAMIDE,1% EYE DROPS 15 ML BTL,MYDRIACIL
TROPICAMIDE,0.5% EYE DROPS 15 ML BTL,MYDRIACYL
TRYPTOPHAN,"1,000 MG TAB",TRYPTAN
TRYPTOPHAN,250 MG TAB,TRYPTAN
TRYPTOPHAN,500 MG TAB,TRYPTAN
TRYPTOPHAN,750 MG TAB,TRYPTAN
TUBERCULIN,PPD 5 UNITS/0.1 ML 1 ML VIAL,MANTOUX
TUBERCULIN,PPD 5 UNITS/0.1 ML 10 ML VIAL,MANTOUX
UREA,10%+HC 1% CREAM 120 GM TUBE,DERMAFLEX
UREA,POWDER 100 GM BTL,UREA
UREA,10% CREAM 100 GM JAR,UREMOL
UREA,10% CREAM 75 GM TUBE,UREMOL
UREA,10% LOTION 250 ML BTL,UREMOL
UREA,10%+HC 1% CREAM 225 GM JAR,UREMOL
UREA,10%+HC 1% CREAM 50 GM TUBE,UREMOL
UREA,10%+HC 1% LOTION 150 ML BTL,UREMOL
UREA,20% CREAM 100 GM TUBE,UREMOL
UREA,20% CREAM 225 GM JAR,UREMOL
UREA,20% in COLD CREAM 450 GM JAR,UREMOL
UREA,12% LOTION 250 ML BTL,URISEC
URSODIOL,250 MG TAB,URSOFALK
VACCINE,HAEMOPHILUS B POLYSACCH. CONJ. VACCINE 0.5 ML VIAL,ACT-HIB
VACCINE,TETANUS+DIPHTHERIA+PERTUSSIS VACCINE 0.5 ML VIAL/PFS,"ADACEL, BOOSTRIX"
VACCINE,DIPHTHERIA+PERTUSSIS+TETANUS+POLIO VACCINE 0.5 ML VIAL,ADACEL-POLIO
VACCINE,IMMUNE GLOBULIN INJ 250 UNIT VIAL,BAYTET
VACCINE,HUMAN PAPILLOMAVIRUS RECOMB VACCINE 20 MCG/0.5 ML PFS,CERVARIX
VACCINE,DIPHTHERIA+TETANUS+POLIO VACCINE 0.5 ML VIAL,DT POLIO
VACCINE,HEPATITIS B VACCINE RECOMB VACCINE 20 MCG/ML 1 ML VIAL,ENGERIX B
VACCINE,HEPATITIS B VACCINE PED. VACCINE 10 MCG/0.5 ML VIAL,ENGERIX-B
VACCINE,INFLUENZA VIRUS VACCINE SPRAY 0.2 ML EACH,FLUMIST
VACCINE,INFLUENZA VIRUS VACCINE INJ [FLUVIRAL] 0.5 ML PFS,FLUVIRAL
VACCINE,INFLUENZA VIRUS VACCINE INJ [FLUVIRAL] 5 ML VIAL,FLUVIRAL
VACCINE,HUMAN PAPILLOMAVIRUS RECOMB VACCINE 0.5 ML VIAL,GARDASIL
VACCINE,"HEPATITIS A VACCINE 1,440 UNITS/ML PFS",HAVRIX
VACCINE,BCG VACCINE INJ 81 MG VIAL,IMMUCYST
VACCINE,POLIOVIRUS VACCINE INACTIVATED 0.5 ML AMP,INACTIVATED POLIOMYELITIS VACC
VACCINE,DIPHTH+PERTUS+TETANUS+POLIO+HAEM+HEP B 0.5 ML VIAL,INFANRIX-HEXA
VACCINE,"MENINGOCOCCAL [A,C,Y & W-135]+DIPTH CONJ. 0.5 ML VIAL","MENACTRA, MENVEO"
VACCINE,MENINGOCOCCAL POLYSACC. VACCINE 0.5 ML VIAL,MENOMUNE
VACCINE,MENINGOCOCCAL GROUP C-TT CONJ. VACCINE 0.5 ML SYR,NEISVAC-C
VACCINE,BCG VACCINE 50 MG VIAL,ONCOTICE
VACCINE,BCG VACCINE 50 MG VIAL CHEMO IRR.,ONCOTICE
VACCINE,BCG VACCINE 120 MG AMP,PACIS
VACCINE,DIPHTHERIA+PERTUSSIS+TETANUS+POLIO+HIB 0.5 ML AMP,PEDIACEL
VACCINE,PNEUMOCOCCAL VACCINE POLYVALENT-23 VACCINE 0.5 ML VIAL,PNEUMOVAX 23
VACCINE,PNEUMOCOCCAL VACCINE POLYVALENT-23 VACCINE 25 MCG/0.5 ML PFS,PNEUMOVAX 23
VACCINE,PNEUMOCOCCAL VACCINE 13-VALENT VACCINE 0.5 ML PFS,PREVNAR 13
VACCINE,"MEASLES,MUMPS,RUBELLA VACCINE 0.5 ML VIAL","PRIORIX, MMR II"
VACCINE,DIPHTHERIA+PERTUSSIS+TETANUS+POLIO VACCINE 0.5 ML VIAL,QUADRACEL
VACCINE,HEPATITIS B VACCINE PED.RECOMB.VACCINE 5 MCG/0.5 ML VIAL,RECOMBIVAX HB
VACCINE,HEPATITIS B VACCINE RECOMB VACCINE 10 MCG/ML VIAL,RECOMBIVAX HB
VACCINE,HEPATITIS B VACCINE RECOMB VACCINE 40 MCG/ML VIAL,RECOMBIVAX HB
VACCINE,TETANUS+DIPHTHERIA TOXOIDS INJ 0.5 ML AMP,TD ADSORBED ADULT
VACCINE,TETANUS+DIPHTHERIA+POLIO VACCINE 0.5 ML VIAL,TD POLIO
VACCINE,HEPATITIS A VACCINE 50 UNITS/ML VIAL,VAQTA
VACCINE,VARICELLA VIRUS VACCINE LIVE 0.5 ML VIAL,"VARILRIX,VARIVAX III"
VACCINE,INFLUENZA VIRUS VACCINE INJ [VAXIGRIP] 5 ML VIAL,VAXIGRIP
VALACYCLOVIR,500 MG TAB,VALTREX
VALPROIC ACID,250 MG CAP,DEPAKENE
VALPROIC ACID,EC 500 MG CAP,DEPAKENE
VALPROIC ACID,LIQ 250 MG/5 ML 450 ML BTL,DEPAKENE
VALPROIC ACID,INJ 100 MG/ML 5 ML VIAL,EPIJECT
VALSARTAN,160 MG TAB,DIOVAN
VALSARTAN,80 MG TAB,DIOVAN
VANCOMYCIN,DILUTE INJ 5 MG/ML 10 ML VIAL,VANCOCIN
VANCOMYCIN,INJ 1000 MG VIAL,VANCOCIN
VANCOMYCIN,INJ 500 MG VIAL,VANCOCIN
VANCOMYCIN,IV 1000 MG/250 ML D5W BAG,VANCOCIN
VANCOMYCIN,IV 1250 MG/250 ML D5W BAG,VANCOCIN
VANCOMYCIN,IV 1500 MG/500 ML D5W BAG,VANCOCIN
VANCOMYCIN,IV 1750 MG/500 ML D5W BAG,VANCOCIN
VANCOMYCIN,IV 2000 MG/500 ML D5W BAG,VANCOCIN
VANCOMYCIN,IV 2500 MG/500 ML D5W BAG,VANCOCIN
VANCOMYCIN,IV 500 MG/100 ML D5W BAG,VANCOCIN
VANCOMYCIN,IV 750 MG/250 ML D5W BAG,VANCOCIN
VARICELLA,VARICELLA VIRUS VACCINE LIVE 0.5 ML VIAL,"VARILRIX,VARIVAX III"
VASOPRESSIN,INJ 20 UNITS/ML 1 ML VIAL,PITRESSIN
VASOPRESSIN,INJ 20 UNITS/ML 2 ML VIAL/AMP,PITRESSIN
VASOPRESSIN,INJ 20 UNITS/ML 5 ML VIAL,PITRESSIN
VENLAFAXINE,SR 150 MG CAP,EFFEXOR XR
VENLAFAXINE,SR 37.5 MG CAP,EFFEXOR XR
VENLAFAXINE,SR 75 MG CAP,EFFEXOR XR
VERAPAMIL,SR 240 MG TAB,COVERA-HS
VERAPAMIL,120 MG TAB,ISOPTIN
VERAPAMIL,80 MG TAB,ISOPTIN
VERAPAMIL,INJ 2.5 MG/ML 2 ML VIAL,ISOPTIN INJ
VERAPAMIL,SR 120 MG TAB,ISOPTIN SR
VERAPAMIL,SR 180 MG TAB,ISOPTIN SR
VERAPAMIL,SR 240 MG TAB,ISOPTIN SR
VIGABATRIN,500 MG TAB,SABRIL
VITAMIN,B-C-FOLATE COMPLEX TAB,REPLAVITE
VITAMIN A,"10,000 UNIT CAP",
VITAMIN B,MULTIPLE INJ 10 ML VIAL,Neo-Bex
VITAMIN B,VITAMIN B COMPLEX+VIT C CAP,VITAMIN C
VITAMIN B,VITAMIN B COMPLEX+VIT C TAB,VITAMIN C
VITAMIN D,"10,000 UNITS TAB",CHOLECALCIFEROL
VITAMIN D,1000 UNITS TAB,CHOLECALCIFEROL
VITAMIN D,400 UNITS CAP,CHOLECALCIFEROL
VITAMIN D,400 UNITS TAB,CHOLECALCIFEROL
VITAMIN D,LIQ 8288 UNITS/ML 60 ML BTL,DRISDOL
VITAMIN D,LIQ 400 UNITS/ML 50 ML BTL,D-VI-SOL
VITAMIN D,"50,000 UNITS CAP",OSTOFORTE
VITAMIN E,LIQ 50 UNITS/ML 25 ML BTL,AQUASOL E
VITAMIN E,"1,000 UNITS CAP",
VITAMIN E,100 UNITS CAP,
VITAMIN E,200 UNITS CAP,
VITAMIN E,400 UNITS CAP,
WARFARIN,1 MG TAB,COUMADIN
WARFARIN,10 MG TAB,COUMADIN
WARFARIN,2 MG TAB,COUMADIN
WARFARIN,2.5 MG TAB,COUMADIN
WARFARIN,3 MG TAB,COUMADIN
WARFARIN,4 MG TAB,COUMADIN
WARFARIN,5 MG TAB,COUMADIN
WARFARIN,6 MG TAB,COUMADIN
WARFARIN,7.5 MG TAB,TARO-WARFARIN
WHITE PETROLATUM,WHITE PETROLATUM OINT 450 GM JAR,PETROLATUM
XYLOMETAZOLINE,0.1% NASAL DROPS 25 ML BTL,OTRIVIN
XYLOMETAZOLINE,0.1% NASAL SPRAY 20 ML BTL,OTRIVIN
XYLOMETAZOLINE,0.05% NASAL SPRAY 20 ML BTL,OTRIVIN PEDIATRIC
ZINC,ZINC SULFATE 0.5% HEMORRHOIDAL OINT 30 GM TUBE,ANUSOL
ZINC,ZINC SULFATE 10 MG HEMORRHOIDAL SUPP,ANUSOL
ZINC,ZINC SULFATE 0.5%+HC 0.5% HEMORRHOIDAL OINT 15 GM TUBE,ANUSOL HC
ZINC,ZINC SULFATE 10 MG+HC 10 MG HEMORRHOIDAL SUPP,ANUSOL HC
ZINC,ZINC SULFATE INJ 1 MG/ML 10 ML VIAL,MICRO ZN
ZINC,ZINC SULFATE INJ 5 MG/ML 10 ML VIAL,MICRO ZN
ZINC,ZINC GLUCONATE 70 MG TAB [70 mg approx = 10 mg elem Zn],ZINC ELEMENTAL
ZINC,ZINC GLUCONATE 350 MG TAB [350 mg approx = 50 mg elem Z,
ZOPICLONE,5 MG TAB,IMOVANE
ZOPICLONE,7.5 MG TAB,IMOVANE
ZUCLOPENTHIXOL,10 MG TAB,CLOPIXOL
ZUCLOPENTHIXOL,25 MG TAB,CLOPIXOL
ZUCLOPENTHIXOL,DEPOT INJ 200 MG/ML 1 ML AMP,CLOPIXOL
ZUCLOPENTHIXOL,INJ 50 MG/ML 1 ML AMP,CLOPIXOL-ACUPHASE
